Time,TimeInterval,Voltage,FunctionGenerator,Oscilloscope,FreqRange
2023-06-14 11:14:03.242240,20,5,USB0::0x0D4A::0x000D::9122074::INSTR,USB0::0x0957::0x1798::MY61410321::INSTR,"[40000.0, 60000.0]"
