0,4.48883
58.5938,2.01264
117.188,1.60694
175.781,1.43461
234.375,1.34683
292.969,1.14024
351.563,1.07744
410.156,0.801267
468.75,0.90706
527.344,0.599747
585.938,0.640107
644.531,0.490332
703.125,0.500842
761.719,0.434765
820.313,0.511786
878.906,0.294822
937.5,0.45288
996.094,0.259117
1054.69,0.200939
1113.28,0.206043
1171.88,0.364537
1230.47,0.251357
1289.06,0.260085
1347.66,0.0594858
1406.25,0.145607
1464.84,0.29794
1523.44,0.142599
1582.03,0.346202
1640.63,0.24181
1699.22,0.145855
1757.81,0.204926
1816.41,0.321544
1875,0.264469
1933.59,0.0912129
1992.19,0.173582
2050.78,0.0769369
2109.38,0.0794688
2167.97,0.212793
2226.56,0.0374742
2285.16,0.24544
2343.75,0.263269
2402.34,0.0875725
2460.94,0.237571
2519.53,0.318375
2578.13,0.162456
2636.72,0.0915104
2695.31,0.194817
2753.91,0.140964
2812.5,0.179808
2871.09,0.252065
2929.69,0.14891
2988.28,0.0952367
3046.88,0.29628
3105.47,0.374257
3164.06,0.487082
3222.66,0.402478
3281.25,0.301677
3339.84,0.321813
3398.44,0.185268
3457.03,0.0880986
3515.63,0.116695
3574.22,0.211875
3632.81,0.0819863
3691.41,0.191607
3750,0.168077
3808.59,0.23695
3867.19,0.196085
3925.78,0.18431
3984.38,0.167056
4042.97,0.163668
4101.56,0.179657
4160.16,0.308795
4218.75,0.138155
4277.34,0.0792651
4335.94,0.153323
4394.53,0.148487
4453.13,0.0849806
4511.72,0.0330405
4570.31,0.0691554
4628.91,0.102002
4687.5,0.270282
4746.09,0.0946373
4804.69,0.0585337
4863.28,0.0465374
4921.88,0.107602
4980.47,0.210945
5039.06,0.207221
5097.66,0.152291
5156.25,0.0575557
5214.84,0.0906589
5273.44,0.0983592
5332.03,0.0367996
5390.63,0.264422
5449.22,0.221356
5507.81,0.221544
5566.41,0.121735
5625,0.121743
5683.59,0.119708
5742.19,0.0451975
5800.78,0.0305618
5859.38,0.19763
5917.97,0.181567
5976.56,0.124109
6035.16,0.0428788
6093.75,0.11442
6152.34,0.135305
6210.94,0.092971
6269.53,0.100319
6328.13,0.118451
6386.72,0.026674
6445.31,0.0964823
6503.91,0.0668707
6562.5,0.163572
6621.09,0.106635
6679.69,0.0296397
6738.28,0.158652
6796.88,0.0652059
6855.47,0.0200391
6914.06,0.043926
6972.66,0.0435084
7031.25,0.19219
7089.84,0.15309
7148.44,0.109965
7207.03,0.118406
7265.63,0.01106
7324.22,0.120691
7382.81,0.114142
7441.41,0.110138
7500,0.187341
7558.59,0.00580194
7617.19,0.208641
7675.78,0.124476
7734.38,0.104326
7792.97,0.129386
7851.56,0.0927572
7910.16,0.183043
7968.75,0.145282
8027.34,0.171696
8085.94,0.0436439
8144.53,0.126556
8203.13,0.305234
8261.72,0.179665
8320.31,0.149764
8378.91,0.158285
8437.5,0.164426
8496.09,0.185296
8554.69,0.17868
8613.28,0.149649
8671.88,0.238015
8730.47,0.070375
8789.06,0.0468523
8847.66,0.127774
8906.25,0.263054
8964.84,0.215355
9023.44,0.13757
9082.03,0.126194
9140.63,0.148254
9199.22,0.106815
9257.81,0.219162
9316.41,0.0622407
9375,0.0848004
9433.59,0.0320286
9492.19,0.0691729
9550.78,0.11156
9609.38,0.207786
9667.97,0.142437
9726.56,0.219572
9785.16,0.0554309
9843.75,0.0949004
9902.34,0.151797
9960.94,0.127382
10019.5,0.129004
10078.1,0.0378463
10136.7,0.180999
10195.3,0.186421
10253.9,0.098009
10312.5,0.0946133
10371.1,0.285967
10429.7,0.239165
10488.3,0.065472
10546.9,0.172272
10605.5,0.0495913
10664.1,0.237763
10722.7,0.275802
10781.3,0.135894
10839.8,0.120888
10898.4,0.115531
10957,0.299812
11015.6,0.0818377
11074.2,0.0812129
11132.8,0.00992378
11191.4,0.172276
11250,0.109336
11308.6,0.0860195
11367.2,0.161458
11425.8,0.116934
11484.4,0.171025
11543,0.15394
11601.6,0.125764
11660.2,0.264806
11718.8,0.3494
11777.3,0.267318
11835.9,0.115966
11894.5,0.0524453
11953.1,0.236037
12011.7,0.167729
12070.3,0.0865289
12128.9,0.200894
12187.5,0.153301
12246.1,0.15095
12304.7,0.087318
12363.3,0.288252
12421.9,0.118067
12480.5,0.143214
12539.1,0.162299
12597.7,0.227826
12656.3,0.101243
12714.8,0.139082
12773.4,0.221556
12832,0.148869
12890.6,0.249743
12949.2,0.161585
13007.8,0.0631401
13066.4,0.0484805
13125,0.211201
13183.6,0.100686
13242.2,0.308961
13300.8,0.330305
13359.4,0.0719854
13418,0.336279
13476.6,0.154354
13535.2,0.276694
13593.8,0.303362
13652.3,0.10265
13710.9,0.269949
13769.5,0.0829689
13828.1,0.171617
13886.7,0.120659
13945.3,0.228523
14003.9,0.284686
14062.5,0.251867
14121.1,0.19151
14179.7,0.212293
14238.3,0.518276
14296.9,0.396194
14355.5,0.428039
14414.1,0.381575
14472.7,0.643004
14531.3,0.257677
14589.8,0.261473
14648.4,0.0953738
14707,0.0727236
14765.6,0.452553
14824.2,0.364341
14882.8,0.383933
14941.4,0.362803
15000,0.371984
15058.6,0.352127
15117.2,0.416425
15175.8,0.2729
15234.4,0.276253
15293,0.546172
15351.6,0.662755
15410.2,0.201576
15468.8,0.497166
15527.3,0.238554
15585.9,0.604159
15644.5,0.589444
15703.1,0.362192
15761.7,0.491315
15820.3,0.599177
15878.9,0.465657
15937.5,0.431614
15996.1,0.402873
16054.7,0.665929
16113.3,0.894878
16171.9,0.68207
16230.5,0.847358
16289.1,0.706636
16347.7,0.953746
16406.3,1.02934
16464.8,1.1845
16523.4,1.65427
16582,1.55343
16640.6,2.21555
16699.2,3.01548
16757.8,5.65271
16816.4,34.0871
16875,8.3373
16933.6,3.27517
16992.2,2.0703
17050.8,1.4325
17109.4,1.02148
17168,1.03573
17226.6,0.631215
17285.2,0.771905
