x-axis,1,2,3
second,Volt,Volt,Volt
+82.800000E-03,-64.999998E-03,+1.669975E-03,+3.133231107E+00
+82.802000E-03,-64.999998E-03,+363.442E-06,+3.153331609E+00
+82.804000E-03,-64.999998E-03,-340.075E-06,+3.173432112E+00
+82.806000E-03,-64.999998E-03,+162.437E-06,+3.153331609E+00
+82.808000E-03,-64.999998E-03,+61.935E-06,+3.133231107E+00
+82.810000E-03,-64.999998E-03,-38.568E-06,+3.153331609E+00
+82.812000E-03,-64.999998E-03,-340.075E-06,+3.133231107E+00
+82.814000E-03,-165.502511E-03,-943.090E-06,+3.133231107E+00
+82.816000E-03,-64.999998E-03,-1.345100E-03,+3.133231107E+00
+82.818000E-03,-165.502511E-03,-2.953141E-03,+3.153331609E+00
+82.820000E-03,-266.005024E-03,-1.948115E-03,+3.173432112E+00
+82.822000E-03,-64.999998E-03,-1.043593E-03,+3.153331609E+00
+82.824000E-03,-64.999998E-03,-2.752136E-03,+3.173432112E+00
+82.826000E-03,-64.999998E-03,-541.080E-06,+3.153331609E+00
+82.828000E-03,-64.999998E-03,-2.551130E-03,+3.133231107E+00
+82.830000E-03,-64.999998E-03,-1.546105E-03,+3.133231107E+00
+82.832000E-03,-266.005024E-03,-139.070E-06,+3.173432112E+00
+82.834000E-03,-64.999998E-03,-2.551130E-03,+3.153331609E+00
+82.836000E-03,-64.999998E-03,+664.950E-06,+3.173432112E+00
+82.838000E-03,-64.999998E-03,-340.075E-06,+3.133231107E+00
+82.840000E-03,-64.999998E-03,+664.950E-06,+3.133231107E+00
+82.842000E-03,-64.999998E-03,-440.578E-06,+3.133231107E+00
+82.844000E-03,-64.999998E-03,+463.945E-06,+3.133231107E+00
+82.846000E-03,-64.999998E-03,+564.447E-06,+3.173432112E+00
+82.848000E-03,-266.005024E-03,-340.075E-06,+3.173432112E+00
+82.850000E-03,-266.005024E-03,+1.167462E-03,+3.133231107E+00
+82.852000E-03,-64.999998E-03,+1.066960E-03,+3.173432112E+00
+82.854000E-03,-64.999998E-03,+2.272990E-03,+3.153331609E+00
+82.856000E-03,-64.999998E-03,+1.468970E-03,+3.133231107E+00
+82.858000E-03,-165.502511E-03,+865.955E-06,+3.133231107E+00
+82.860000E-03,-64.999998E-03,-340.075E-06,+3.133231107E+00
+82.862000E-03,-64.999998E-03,+564.447E-06,+3.153331610E+00
+82.864000E-03,-64.999998E-03,-943.090E-06,+3.133231107E+00
+82.866000E-03,-165.502511E-03,+865.955E-06,+3.133231107E+00
+82.868000E-03,-64.999998E-03,+1.267965E-03,+3.173432112E+00
+82.870000E-03,-64.999998E-03,-239.573E-06,+3.133231107E+00
+82.872000E-03,-64.999998E-03,-340.075E-06,+3.173432112E+00
+82.874000E-03,-165.502511E-03,-541.080E-06,+3.153331609E+00
+82.876000E-03,-64.999998E-03,-943.090E-06,+3.133231107E+00
+82.878000E-03,-64.999998E-03,-1.043593E-03,+3.133231107E+00
