x-axis,1,2,3
second,Volt,Volt,Volt
+6.600000E-03,-90.125626E-03,+505.025E-06,+3.133231107E+00
+6.602500E-03,-64.999998E-03,-670.854E-06,+3.133231107E+00
+6.605000E-03,-90.125626E-03,-1.273869E-03,+3.138256233E+00
+6.607500E-03,-64.999998E-03,-1.575377E-03,+3.163381861E+00
+6.610000E-03,-190.628139E-03,-37.688E-06,+3.148306484E+00
+6.612500E-03,-165.502511E-03,+1.982412E-03,+3.133231107E+00
+6.615000E-03,-64.999998E-03,+2.344221E-03,+3.133231107E+00
+6.617500E-03,-64.999998E-03,+1.379397E-03,+3.163381861E+00
+6.620000E-03,-64.999998E-03,+354.271E-06,+3.133231107E+00
+6.622500E-03,-64.999998E-03,+2.223618E-03,+3.133231107E+00
+6.625000E-03,-90.125626E-03,+3.459799E-03,+3.133231107E+00
+6.627500E-03,-64.999998E-03,+1.861809E-03,+3.133231107E+00
+6.630000E-03,-64.999998E-03,+3.067839E-03,+3.158356735E+00
+6.632500E-03,-64.999998E-03,+4.032663E-03,+3.133231107E+00
+6.635000E-03,-64.999998E-03,+2.494975E-03,+3.158356735E+00
+6.637500E-03,-115.251254E-03,+2.223618E-03,+3.143281358E+00
+6.640000E-03,-64.999998E-03,+3.188442E-03,+3.168406986E+00
+6.642500E-03,-64.999998E-03,+2.706030E-03,+3.133231107E+00
+6.645000E-03,-240.879396E-03,+2.977387E-03,+3.168406986E+00
+6.647500E-03,-64.999998E-03,-67.839E-06,+3.143281358E+00
+6.650000E-03,-190.628139E-03,+987.437E-06,+3.158356735E+00
+6.652500E-03,-64.999998E-03,-188.442E-06,+3.133231107E+00
+6.655000E-03,-140.376883E-03,+293.970E-06,+3.133231107E+00
+6.657500E-03,-215.753768E-03,+1.439699E-03,+3.133231107E+00
+6.660000E-03,-64.999998E-03,-67.839E-06,+3.133231107E+00
+6.662500E-03,-64.999998E-03,-188.442E-06,+3.133231107E+00
+6.665000E-03,-64.999998E-03,+2.012563E-03,+3.133231107E+00
+6.667500E-03,-64.999998E-03,+2.826633E-03,+3.143281358E+00
+6.670000E-03,-64.999998E-03,+2.314070E-03,+3.158356735E+00
+6.672500E-03,-64.999998E-03,+2.464824E-03,+3.173432112E+00
+6.675000E-03,-64.999998E-03,+2.826633E-03,+3.148306484E+00
+6.677500E-03,-64.999998E-03,+3.007538E-03,+3.133231107E+00
+6.680000E-03,-64.999998E-03,+2.977387E-03,+3.173432112E+00
+6.682500E-03,-64.999998E-03,+2.223618E-03,+3.133231107E+00
+6.685000E-03,-240.879396E-03,+2.404523E-03,+3.168406986E+00
+6.687500E-03,-215.753768E-03,+2.103015E-03,+3.133231107E+00
+6.690000E-03,-140.376883E-03,+1.891960E-03,+3.148306484E+00
+6.692500E-03,-165.502511E-03,+1.379397E-03,+3.133231107E+00
+6.695000E-03,-64.999998E-03,+1.409548E-03,+3.133231107E+00
+6.697500E-03,-64.999998E-03,+1.500000E-03,+3.133231107E+00
+6.700000E-03,-64.999998E-03,+1.469849E-03,+3.133231107E+00
+6.702500E-03,-64.999998E-03,+1.258794E-03,+3.173432112E+00
+6.705000E-03,-64.999998E-03,-791.457E-06,+3.133231107E+00
+6.707500E-03,-64.999998E-03,-731.156E-06,+3.143281358E+00
+6.710000E-03,-64.999998E-03,-188.442E-06,+3.148306484E+00
+6.712500E-03,-64.999998E-03,-67.839E-06,+3.153331609E+00
+6.715000E-03,-64.999998E-03,+3.821608E-03,+3.148306484E+00
+6.717500E-03,-165.502511E-03,-791.457E-06,+3.133231107E+00
+6.720000E-03,-64.999998E-03,-489.950E-06,+3.173432112E+00
+6.722500E-03,-64.999998E-03,+1.017588E-03,+3.133231107E+00
+6.725000E-03,-64.999998E-03,+2.886935E-03,+3.168406986E+00
+6.727500E-03,-64.999998E-03,+2.706030E-03,+3.133231107E+00
+6.730000E-03,-140.376883E-03,+2.223618E-03,+3.133231107E+00
+6.732500E-03,-165.502511E-03,+1.620603E-03,+3.133231107E+00
+6.735000E-03,-64.999998E-03,+3.309045E-03,+3.133231107E+00
+6.737500E-03,-215.753768E-03,+3.309045E-03,+3.143281358E+00
+6.740000E-03,-90.125626E-03,+1.711055E-03,+3.138256233E+00
+6.742500E-03,-266.005024E-03,+2.223618E-03,+3.133231107E+00
+6.745000E-03,-240.879396E-03,+1.228643E-03,+3.173432112E+00
