x-axis,1,2,3
second,Volt,Volt,Volt
+12.80000E-03,,,
+12.82500E-03,-65.00000E-03,-1.51382E-03,+3.15835674E+00
+12.85000E-03,-90.12563E-03,-1.33794E-03,+3.13825623E+00
+12.87500E-03,-90.12563E-03,-1.53894E-03,+3.17343211E+00
+12.90000E-03,-65.00000E-03,+69.10E-06,+3.13323111E+00
+12.92500E-03,-65.00000E-03,-910.80E-06,+3.14830648E+00
+12.95000E-03,-90.12563E-03,+1.37563E-03,+3.13825623E+00
+12.97500E-03,-65.00000E-03,-4.30276E-03,+3.13825623E+00
+13.00000E-03,-190.62814E-03,-1.38819E-03,+3.13323111E+00
+13.02500E-03,-65.00000E-03,-1.08668E-03,+3.15835674E+00
+13.05000E-03,-65.00000E-03,-1.23744E-03,+3.13323111E+00
+13.07500E-03,-65.00000E-03,+295.23E-06,+3.13323111E+00
+13.10000E-03,-65.00000E-03,-1.11181E-03,+3.15835674E+00
+13.12500E-03,+10.37689E-03,-358.04E-06,+3.17343211E+00
+13.15000E-03,-65.00000E-03,-1.76508E-03,+3.16840699E+00
+13.17500E-03,-65.00000E-03,-458.54E-06,+3.16840699E+00
+13.20000E-03,-65.00000E-03,-2.06658E-03,+3.13323111E+00
+13.22500E-03,-65.00000E-03,-81.66E-06,+3.13323111E+00
+13.25000E-03,-90.12563E-03,-1.61432E-03,+3.13323111E+00
+13.27500E-03,-65.00000E-03,-2.56910E-03,+3.13323111E+00
+13.30000E-03,-65.00000E-03,-684.67E-06,+3.15835674E+00
+13.32500E-03,+10.37689E-03,+1.12437E-03,+3.13323111E+00
+13.35000E-03,-65.00000E-03,-6.28E-06,+3.13323111E+00
+13.37500E-03,-65.00000E-03,-2.16709E-03,+3.13323111E+00
+13.40000E-03,-65.00000E-03,-1.33794E-03,+3.14830648E+00
+13.42500E-03,-65.00000E-03,+1.12437E-03,+3.15835674E+00
+13.45000E-03,-65.00000E-03,+43.97E-06,+3.13323111E+00
+13.47500E-03,-240.87940E-03,-5.00628E-03,+3.13323111E+00
+13.50000E-03,-65.00000E-03,+370.60E-06,+3.13323111E+00
+13.52500E-03,-65.00000E-03,-634.42E-06,+3.13323111E+00
+13.55000E-03,-90.12563E-03,-1.01131E-03,+3.13323111E+00
